Leitura contínua de valores OPC UA
Data de início: 2025-01-23 16:47:05.740105

2025-01-23 16:47:05.740105: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2025-01-23 16:47:15.753217: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2025-01-23 16:47:25.763091: 3, 3, 1.123669761692884, 0.0, 2.1480537140165054e-05, 0.14788988703021363, 1.3539756363027629, 1.0, 1.0, 1.0
2025-01-23 16:47:35.775157: 3, 3, 0.3515645640563813, 0.0, 5.556179642162825e-06, 1.5232825048697078, 0.8717191552423301, 1.0, 1.0, 1.0
2025-01-23 16:47:45.786539: 3, 1.294227597636402, 1.3561576671857323, 0.0, 0.06991105328950913, 1.7470210769993388, 1.051915052182268, 1.0, 1.0, 1.0
2025-01-23 16:47:55.797621: 3, 1.4804665408530013, 0.7660712806810673, 0.0, 1.541652603326186, 0.618426760415396, 0.9865946891306898, 1.0, 1.0, 1.0
2025-01-23 16:48:05.813075: 3, 2.660055851315048, 1.1894752146352543, 0.0, 1.229863836576079, 1.030858258607431, 0.9829872474482289, 1.0, 1.0, 1.0
2025-01-23 16:48:15.822681: 3, 2.3514732652407395, 1.359602740152968, 0.0, 1.229863836576079, 1.030858258607431, 0.9829872474482289, 1.0, 1.0, 1.0
2025-01-23 16:48:25.832586: 3, 2.042890679166431, 1.5297302656706817, 0.0, 1.229863836576079, 1.030858258607431, 0.9829872474482289, 1.0, 1.0, 1.0
2025-01-23 16:48:35.843575: 3, 1.7497372223958378, 1.6913514149125097, 0.0, 1.229863836576079, 1.030858258607431, 0.9829872474482289, 1.0, 1.0, 1.0
2025-01-23 16:48:45.853163: 3, 1.4411546363215293, 1.8614789404302234, 0.0, 1.229863836576079, 1.030858258607431, 0.9829872474482289, 1.0, 1.0, 1.0
2025-01-23 16:48:55.865577: 3, 2.591913382238123, 0.5300887153127517, 0.0, 1.035034146545326, 1.0338456687173305, 1.13557371668878, 1.0, 1.0, 1.0
2025-01-23 16:49:05.878902: 3, 1.2622023227533017, 1.234409355219157, 0.0, 1.2874789638689195, 0.9228794752192464, 0.9141094347616399, 1.0, 1.0, 1.0
2025-01-23 16:49:15.888524: 3, 2.665784159277009, 0.8891262543603917, 0.0, 1.0213694531552626, 1.0592848328783095, 1.0500952905546304, 1.0, 1.0, 1.0
2025-01-23 16:49:25.898483: 3, 1.17943753249408, 1.0339099291472436, 0.0, 1.123178574712804, 0.9990309585946588, 0.9714366362917506, 1.0, 1.0, 1.0
2025-01-23 16:49:35.910657: 3, 2.463983150619048, 0.9899565438756743, 0.0, 1.1124251868083133, 0.9463574593716393, 1.015792934499399, 1.0, 1.0, 1.0
2025-01-23 16:49:45.920861: 3, 1.7049546576048964, 0.9978810184697492, 0.0, 1.014141129586925, 1.0500778780256925, 0.9918586165619492, 1.0, 1.0, 1.0
2025-01-23 16:49:55.931608: 3, 2.206062855972786, 1.009956533099087, 0.0, 1.0905992791843822, 0.9458455132328036, 1.002904380372228, 1.0, 1.0, 1.0
2025-01-23 16:50:05.941500: 3, 1.9026307933215543, 0.9913076872262859, 0.0, 0.9966265712291136, 1.034890417641715, 0.9989598594542408, 1.0, 1.0, 1.0
2025-01-23 16:50:15.951285: 3, 2.022240476843365, 1.0073000545689033, 0.0, 1.0461273942715061, 0.9748617134605772, 1.0001891473365299, 1.0, 1.0, 1.0
2025-01-23 16:50:25.965519: 3, 1.9983038413042564, 0.9956800736533595, 0.0, 0.999915465840423, 1.0155113918065855, 1.0001484670837808, 1.0, 1.0, 1.0
2025-01-23 16:50:35.976321: 3, 1.992669351721178, 1.0024157039889818, 0.0, 1.0196435276123916, 0.9920267239108472, 0.9996012478703913, 1.0, 1.0, 1.0
2025-01-23 16:50:45.988629: 3, 2.0100498980130515, 0.9989400509920769, 0.0, 1.0037886353234784, 1.003978438822715, 1.0002856972744214, 1.0, 1.0, 1.0
2025-01-23 16:50:55.998193: 3, 1.9903932393082964, 1.00049005955551, 0.0, 1.007474886432612, 0.9983964867242473, 0.9998157767516197, 1.0, 1.0, 1.0
2025-01-23 16:51:06.011908: 3, 2.009699336366417, 0.9998476028497447, 0.0, 1.003489979048627, 1.0004350831730293, 1.0001155535515869, 1.0, 1.0, 1.0
2025-01-23 16:51:16.025850: 3, 1.9936274773125824, 1.000007819324333, 0.0, 1.0028305750995543, 1.0000937627404316, 0.9999340850508769, 1.0, 1.0, 1.0
2025-01-23 16:51:26.038686: 3, 2.003921961893492, 1.000030826360205, 0.0, 1.0026109161420254, 0.9994394898068748, 1.0000302279066224, 1.0, 1.0, 1.0
2025-01-23 16:51:36.048745: 3, 2.8792817568684397, 2.135149914328916, 0.0, 0.9876487797257476, 0.7669606942303419, 1.215271936062899, 2.0, 1.0, 1.3
2025-01-23 16:51:46.058764: 3, 3, 0.5875078146882423, 0.0, 0.33275493065957445, 1.0823390645177675, 1.4465252521702243, 2.0, 1.0, 1.3
2025-01-23 16:51:56.072081: 3, 0.2989631376315619, 1.2714894504708059, 0.0, 0.6949122868767376, 1.2716917463527526, 1.174930524716845, 2.0, 1.0, 1.3
2025-01-23 16:52:06.081478: 3, 3, 1.3328509794478478, 0.0, 1.0722255630995905, 0.6793059336833818, 1.3591396019685402, 2.0, 1.0, 1.3
2025-01-23 16:52:16.092124: 3, 2.8902803948081575, 0.9114900248030661, 0.0, 0.3958102107091913, 1.3183243205413644, 1.291252495627512, 2.0, 1.0, 1.3
